vid,num,label,split,label_id
U9dLzfwE3ug,39,basketball bounce,train,7
U9yBACSxfWM,430,playing piano,train,3
UA8c2MWHWv8,20,fireworks banging,train,5
UB5N9jbx84M,10,ocean burbling,train,4
UBnfweIG1kE,170,ocean burbling,train,4
UCZQrcEt4KA,30,"child speech, kid speaking",train,6
UCvOVHNULZA,90,driving buses,train,9
UDZZHx99YwQ,280,fireworks banging,train,5
UFMaKcMz4kw,115,basketball bounce,train,7
UGxlJ1qklEw,30,ocean burbling,train,4
UH_CFZxRaNI,40,fireworks banging,train,5
UHwrrEDANKc,30,playing acoustic guitar,train,2
UHwwEfK5wRk,180,ocean burbling,train,4
UHx0T8pAfFM,48,police radio chatter,train,8
UHx0T8pAfFM,96,police radio chatter,train,8
UI9FQzMu6EM,50,"child speech, kid speaking",train,6
UIkQ_KOeQBw,120,"child speech, kid speaking",train,6
UK4xOuQx90g,0,playing acoustic guitar,train,2
UL-foAhITBM,30,driving buses,train,9
ULWA4lQq3-Y,30,playing piano,train,3
ULpZsHp10LE,120,chicken crowing,train,0
UMd31xe_8GU,21,playing piano,train,3
UN9xMWR42C0,81,basketball bounce,train,7
UO3orIJGV30,30,ocean burbling,train,4
UOi_YMDgTiM,0,"child speech, kid speaking",train,6
UOswYEzeJ-M,20,basketball bounce,train,7
UOzdKyNA5bQ,354,basketball bounce,train,7
UPKnkMX8moM,15,chicken crowing,train,0
UPY27ymmwrs,90,"child speech, kid speaking",train,6
UPkDoYA1t4g,95,police radio chatter,train,8
UPkDoYA1t4g,328,police radio chatter,train,8
UQ9vzGyz3pE,100,"child speech, kid speaking",train,6
UQFkA-hlkMg,70,ocean burbling,train,4
URLkksD2yVE,0,playing acoustic guitar,train,2
UROOegQ5sY8,70,basketball bounce,train,7
URXtjriX2gU,30,playing piano,train,3
USKVwpfvWPs,30,driving buses,train,9
USjhdQ73USg,30,driving buses,train,9
USl8uKkrL4k,0,playing acoustic guitar,train,2
UTBMNxOedxc,30,driving buses,train,9
UTd-DYJE6Yo,295,police radio chatter,train,8
UTd-DYJE6Yo,482,police radio chatter,train,8
UTyiKTKBSto,12,driving buses,train,9
UUjPZPtqG5k,0,chicken crowing,test,0
UUmpqPL1w_c,30,driving buses,train,9
UUy8oebYWog,30,driving buses,train,9
UV3woHBmK48,260,playing piano,train,3
UVIw_jxGCyg,40,playing piano,train,3
UVb9Sz7JuZM,270,chicken crowing,train,0
UVkwepLJlZ8,0,playing acoustic guitar,train,2
UWAaDda1vLc,0,ocean burbling,train,4
UWAnENy6ci0,7,toilet flushing,train,1
UWHlUhjRNZs,20,fireworks banging,train,5
UWq_gPKXrK8,13,driving buses,train,9
UXMa3hyHrxE,70,ocean burbling,train,4
UXPCMZvroy8,140,playing piano,train,3
UXwxI00WXws,20,playing piano,train,3
UZ6KbXo7Pls,30,playing piano,train,3
U_t9OuQ36DU,50,chicken crowing,train,0
UaqBlFetzJk,70,playing piano,train,3
UbPJ8MIGZNA,0,fireworks banging,test,5
UbwL4FjlZW8,30,playing piano,train,3
UcJci08essY,90,basketball bounce,test,7
UccHwSWMR8o,54,chicken crowing,train,0
UchFk2CLiSE,169,basketball bounce,train,7
UcsbYR7SMMw,247,police radio chatter,train,8
UcsbYR7SMMw,457,police radio chatter,train,8
UdPilEt2MSo,30,ocean burbling,train,4
Ueg7Eg8C8sM,10,"child speech, kid speaking",train,6
UeiJsrfnxso,30,playing acoustic guitar,train,2
UeoI27AMIBw,30,toilet flushing,train,1
UfG4dP0szuY,40,fireworks banging,train,5
UfJg3VBTLow,420,driving buses,test,9
UgF_BTwGKHE,69,basketball bounce,train,7
UgF_BTwGKHE,163,basketball bounce,train,7
Ugrdm776MLg,60,ocean burbling,train,4
Ugrr-8YGiyw,0,fireworks banging,train,5
UiBvSGD0QUY,20,fireworks banging,train,5
UjKQWH-deLY,30,fireworks banging,train,5
UjjHtCRTgFA,250,ocean burbling,train,4
UkqpojuURF4,150,playing piano,train,3
UktRGpkx47o,70,toilet flushing,train,1
UlICpVrNSrI,0,basketball bounce,train,7
UltebkdoOqE,70,"child speech, kid speaking",train,6
Uml2lokoxbk,0,playing piano,train,3
UnTv_qUpfF0,30,ocean burbling,train,4
UnwGus19URQ,30,"child speech, kid speaking",train,6
UoSID1KzWuI,30,playing acoustic guitar,test,2
UpBSWT-AECE,10,"child speech, kid speaking",train,6
UpuiGHnEKuU,30,toilet flushing,train,1
UqMeR5Erq8I,30,chicken crowing,test,0
UqZynZFyavg,30,ocean burbling,train,4
Uq_lnDD-chU,60,ocean burbling,train,4
Urk0TBHcBzo,20,fireworks banging,train,5
UrluLxHLwQM,110,toilet flushing,test,1
Us2vbxa3sYk,280,"child speech, kid speaking",train,6
UsigQYGTswg,30,driving buses,train,9
UuwOPS9lEws,0,police radio chatter,train,8
Uv08kvaTGC4,180,"child speech, kid speaking",train,6
Uv1u1hrQOwk,30,driving buses,train,9
UvKqEvklyyI,10,"child speech, kid speaking",train,6
UxuWaQ5vbk0,190,playing acoustic guitar,train,2
UyYvqYgS_Bo,317,police radio chatter,train,8
Uye0r-EjyKQ,4,police radio chatter,train,8
Uye0r-EjyKQ,60,police radio chatter,train,8
V-1XLOX99DY,0,"child speech, kid speaking",train,6
V-FKx9iqyYA,30,playing acoustic guitar,train,2
V-YnMRT9Si0,60,"child speech, kid speaking",train,6
V-bjOJzB7LY,353,"child speech, kid speaking",train,6
V0I7-njS41E,8,chicken crowing,train,0
V0YIGrzoJs4,0,toilet flushing,train,1
V0itiFeIdyY,220,driving buses,train,9
V2OYrzq7dVQ,30,driving buses,train,9
V2k7h5af9yo,12,police radio chatter,train,8
V2k7h5af9yo,33,police radio chatter,train,8
V3Mz7RH3u5A,560,fireworks banging,train,5
V3n9WZ52o3I,40,"child speech, kid speaking",train,6
V4EcCUwVpT0,30,playing acoustic guitar,train,2
V4IoFbl_35E,60,fireworks banging,train,5
V4_43GnAmh8,0,fireworks banging,train,5
V579V4S3PQA,10,toilet flushing,train,1
V5WL7M2IKJ4,28,chicken crowing,train,0
V5dlaF4rqrA,60,fireworks banging,test,5
V5s3oV_5zjo,40,basketball bounce,train,7
V6GVp7ijB8U,410,playing piano,train,3
V6Kp-aBsskY,83,chicken crowing,train,0
V6i7lkhcH-Y,68,police radio chatter,train,8
V777o7OJgDA,60,basketball bounce,train,7
V7QQOQrdWSQ,30,driving buses,train,9
V7vvvjg9w2E,15,fireworks banging,train,5
V8SD0BAUVyk,0,toilet flushing,train,1
V8TuifwGF4M,30,driving buses,train,9
V8atb8OXnSc,712,police radio chatter,train,8
V8atb8OXnSc,820,police radio chatter,train,8
V8bcWceJPmU,183,basketball bounce,train,7
VABvIGxKYHY,30,fireworks banging,train,5
VARTMf2_BXM,20,fireworks banging,train,5
VB-0Z3t2wBA,430,"child speech, kid speaking",train,6
VBUOOSejktI,20,toilet flushing,train,1
VDWhmtPd8HE,160,playing piano,train,3
VDt_AZzU-iY,30,driving buses,train,9
VECqcsoCYDY,20,"child speech, kid speaking",train,6
VEIw97s0aA8,10,"child speech, kid speaking",train,6
VEphB6rwU_A,2,chicken crowing,train,0
VEpqbIK12qA,110,"child speech, kid speaking",train,6
VID7yqKXtb0,500,driving buses,train,9
VK7Nri3J6JE,30,fireworks banging,train,5
VKT2XIhnB1E,10,"child speech, kid speaking",train,6
VKu9ckxmhAw,10,chicken crowing,train,0
VMCLwzIJE6c,260,fireworks banging,train,5
VMzHtezrQ5Y,10,toilet flushing,train,1
VN4SqiL7q6I,306,basketball bounce,train,7
VNs8qiFvwfk,30,chicken crowing,train,0
VOWGbyg4KZY,30,playing acoustic guitar,test,2
VOdvDDgrdy0,20,"child speech, kid speaking",train,6
VP8geNEn5wQ,70,fireworks banging,train,5
VPDp2IiNgG4,0,fireworks banging,train,5
VPQGjBEbHSQ,10,chicken crowing,train,0
VPacH66V-SI,10,ocean burbling,train,4
VREb0zljbn8,30,driving buses,train,9
VS3vEkNN8uM,100,police radio chatter,test,8
VS4aLgaiSZo,90,driving buses,train,9
VSbeirT8kXg,50,"child speech, kid speaking",train,6
VTuEzCUFTdE,0,toilet flushing,train,1
VU4fJ98V0y4,30,toilet flushing,train,1
VUkgjlyBki8,480,playing piano,train,3
VUzqG94YMyc,30,playing acoustic guitar,train,2
VV4tNUoRQNw,30,playing acoustic guitar,train,2
VVFAXoLuVOk,0,fireworks banging,train,5
VVo7c2cp50w,230,basketball bounce,train,7
VW7JVETgk_M,30,chicken crowing,train,0
VXfpu9duMmo,260,playing piano,train,3
VYwBZD2DA30,30,toilet flushing,train,1
V_mlg_mD78M,85,police radio chatter,train,8
V_mlg_mD78M,111,police radio chatter,train,8
Va4gzaHzDxk,80,playing acoustic guitar,train,2
VaHMjnTkHLY,10,ocean burbling,train,4
Vad8fw-HHV8,759,police radio chatter,test,8
Vagwy0fk2MI,10,fireworks banging,train,5
Vc61mkVmleY,30,driving buses,train,9
VcFj2fbmg2M,0,"child speech, kid speaking",train,6
VcHSIYy9Uwk,10,fireworks banging,train,5
VcOhIzfkhTo,130,police radio chatter,train,8
VchuWTN6BmE,71,police radio chatter,train,8
VchuWTN6BmE,236,police radio chatter,train,8
Vdh_JIJCLxA,70,ocean burbling,test,4
VeAomElRCJc,30,playing acoustic guitar,test,2
Vf61IAMs-Vs,30,playing piano,train,3
VfgC1S3hGiU,40,ocean burbling,train,4
VgUYwRnOQrE,50,fireworks banging,train,5
VgVRTM4S1zc,10,ocean burbling,train,4
VhC5JmlP6Xg,30,driving buses,train,9
VhZvFZhsypk,30,playing acoustic guitar,train,2
Vhd6ubBs3x0,80,playing acoustic guitar,train,2
ViD_z-JqZmg,10,toilet flushing,train,1
VjR3Wx4DIT0,40,toilet flushing,train,1
VkXPt12nNRo,10,chicken crowing,train,0
VllvwqPRxBc,150,playing acoustic guitar,train,2
VlwX5g40d0U,170,"child speech, kid speaking",train,6
Vm5RcaNx5jM,60,playing piano,train,3
Vm8PDMvIly8,2,"child speech, kid speaking",train,6
Vmk50CY9S9c,0,chicken crowing,train,0
VnJtRSTozP4,40,toilet flushing,train,1
VnU_bh0dgNU,964,playing acoustic guitar,train,2
VntGhOGA56o,191,basketball bounce,train,7
VoWYsAcibqM,113,chicken crowing,train,0
VqBD7Wnjz6I,530,driving buses,train,9
VqkAwSzjyLE,10,toilet flushing,train,1
Vr86zJve3nw,30,chicken crowing,train,0
VrMb3k_FsDY,39,police radio chatter,train,8
VrMb3k_FsDY,61,police radio chatter,train,8
VrZkUqz2WZI,290,toilet flushing,test,1
VsWrJt--Qsk,8,driving buses,train,9
VsY8VL0TIo4,25,fireworks banging,train,5
VsnhB1IgbVI,30,driving buses,train,9
Vt2qqSL1-gI,350,basketball bounce,train,7
VtKyOUMxDas,10,fireworks banging,train,5
VtMBZcg114M,20,ocean burbling,train,4
VtaEL8Mgz1A,30,ocean burbling,train,4
Vu3ISfN4Uz0,416,basketball bounce,train,7
VuJ_GL3O3k8,10,fireworks banging,train,5
Vuex1lUNDE8,10,ocean burbling,train,4
Vw-veOw_YJg,40,ocean burbling,test,4
VwDiS_f7_Iw,180,playing piano,train,3
VxjG49I50MU,280,driving buses,train,9
Vxz7v7dGsGo,4,police radio chatter,train,8
Vxz7v7dGsGo,14,police radio chatter,train,8
VzB1ly5SirQ,380,police radio chatter,test,8
Vzb427ZmWvw,220,fireworks banging,train,5
W0fg-yXVYZQ,30,ocean burbling,train,4
W115iCqwzSk,340,"child speech, kid speaking",train,6
W1izr3Oyu_k,360,driving buses,train,9
W28Ca0bUCqc,276,police radio chatter,train,8
W28Ca0bUCqc,351,police radio chatter,train,8
W2K4rnLVjNk,0,toilet flushing,train,1
W2ivRgZnYwE,40,fireworks banging,train,5
W2ueNEcMJlg,110,ocean burbling,train,4
W35zyKLz2hE,50,chicken crowing,train,0
W4_dcddxoGw,370,basketball bounce,train,7
W5CjgLG8AX0,60,fireworks banging,train,5
W5KY-WBIQns,60,playing piano,train,3
W5oXrz8dqBk,30,playing piano,train,3
W8D-cSevEsc,30,driving buses,train,9
W9puB7ZQcXk,330,basketball bounce,train,7
WAopsGPqDmg,70,playing acoustic guitar,train,2
WAzQmn3fsoo,20,fireworks banging,train,5
WB4sZDObbgA,10,fireworks banging,train,5
WCdVk1oEbF4,30,playing piano,train,3
WCvlFUuzfVI,30,driving buses,train,9
WDuVEG9fzEE,0,chicken crowing,train,0
WEVPMIx6BNU,70,"child speech, kid speaking",train,6
WEocidOl1Kg,30,toilet flushing,train,1
WEzccvwc1oI,30,fireworks banging,train,5
WF0CiXcsi5k,270,chicken crowing,test,0
WFn0Y5IqyME,46,police radio chatter,train,8
WFn0Y5IqyME,100,police radio chatter,train,8
WGgAEgtX9Zc,20,fireworks banging,train,5
WGhLHnIrO98,65,chicken crowing,train,0
WGp_KEeQNGw,10,"child speech, kid speaking",train,6
WHB1W73UBaI,10,chicken crowing,train,0
WHB1W73UBaI,27,chicken crowing,train,0
WHt3AIAvDp0,40,toilet flushing,train,1
WIB7122ZQc8,70,playing piano,train,3
WIL20Cnep9U,13,basketball bounce,train,7
WIL20Cnep9U,24,basketball bounce,train,7
WIwTHGGHWK4,20,"child speech, kid speaking",train,6
WK1k8EYMY6k,30,playing piano,train,3
WKY-QgdWR1Y,70,toilet flushing,train,1
WKav4fkfjcg,250,playing piano,train,3
WMgideUWD3c,18,chicken crowing,train,0
WNL7Dydv0bI,20,toilet flushing,train,1
WOMyWZHemQk,50,"child speech, kid speaking",train,6
WOXlQSuMjd0,50,"child speech, kid speaking",train,6
WOm__7u46ws,0,fireworks banging,train,5
WP3KsGOMMgU,50,driving buses,train,9
WPKapW2r-AE,7,ocean burbling,train,4
WQ4SBjQrRW4,90,toilet flushing,train,1
WQshMg9NmHw,10,chicken crowing,train,0
WRTXg_7p3Hk,250,playing piano,train,3
WR_p40t9mOw,200,"child speech, kid speaking",train,6
WS5KHE0XkUI,0,chicken crowing,train,0
WSc0kYKLGTg,30,driving buses,train,9
WTLhFQZSZ08,250,playing acoustic guitar,train,2
WTMrgwvE84o,0,playing acoustic guitar,train,2
WTuBSDwwhns,540,"child speech, kid speaking",train,6
WU0VLkr6k84,20,chicken crowing,train,0
WUpDcXjOgNc,59,police radio chatter,train,8
WUpDcXjOgNc,295,police radio chatter,train,8
WV-t-cB6K-8,30,chicken crowing,test,0
WV6LaguAHJE,130,playing piano,train,3
WVMqRLTfKhg,70,ocean burbling,train,4
WVgUaENDQDM,103,police radio chatter,train,8
WVgwe28G36U,390,driving buses,train,9
WWm2z2Vr8oI,0,toilet flushing,train,1
WX9Cey-Z5V8,480,playing piano,train,3
WYCUHc-BlM0,30,ocean burbling,train,4
WYgLhdinK4w,130,chicken crowing,train,0
WYmTBkdDai4,0,fireworks banging,train,5
WZRCtAtVGRk,0,fireworks banging,train,5
WZgvORcGDbk,390,driving buses,train,9
W_WwHDp75uQ,20,chicken crowing,train,0
W_mhHAT62vo,580,playing piano,train,3
W_qrNtDF1Kk,100,playing acoustic guitar,train,2
W_uskpLR3-U,30,driving buses,train,9
Wa8bfGrNLu4,10,chicken crowing,train,0
WagLsOTNlF8,80,basketball bounce,test,7
WbnCVknJgl4,90,playing acoustic guitar,train,2
Wc70XCa1Z_I,60,toilet flushing,train,1
WdUEF6lGGZ4,60,playing piano,train,3
We6NKod80e0,310,playing piano,train,3
WePlrVlVZSs,25,ocean burbling,train,4
WeS3ePfboxI,250,ocean burbling,train,4
Wew7BqNA4Xo,110,playing acoustic guitar,train,2
Wf8Xsz9UusE,120,basketball bounce,train,7
Wf_1RawEckw,510,fireworks banging,train,5
WffMwbnNa_I,140,playing piano,train,3
WfnUqMX9pZU,20,"child speech, kid speaking",train,6
WgnoWhknuIo,40,ocean burbling,train,4
Wh0hN9IXWPo,30,fireworks banging,train,5
WhAn2K8HIEs,140,driving buses,train,9
WhLtbF0uko0,1,basketball bounce,train,7
WiwFlTgiuQo,30,driving buses,train,9
WjQYmnfhnQc,7,basketball bounce,train,7
WjhBfQ3G4hc,30,playing acoustic guitar,train,2
WjqQcwRTN0g,70,toilet flushing,train,1
WkzSqBkPAE0,20,playing piano,train,3
Wl5q_4N_HSY,20,fireworks banging,train,5
WlTA5pUqDH0,30,driving buses,train,9
Wl_V-PlWsa8,122,basketball bounce,train,7
Wli8VORg4kE,100,ocean burbling,train,4
WlitZoXPJ2o,60,chicken crowing,train,0
Wm8fKMJufAk,10,toilet flushing,train,1
Wm_UhR2EgbM,540,"child speech, kid speaking",train,6
WmmAoMkHyLg,60,fireworks banging,train,5
WnT3TFgkP1E,30,chicken crowing,train,0
WnjZ-ihvqd4,0,driving buses,train,9
WnzWvry6Cso,10,playing piano,train,3
WoA3qCAOzg8,10,playing piano,train,3
WofFb_eOxxA,138,toilet flushing,train,1
Wr3Y94zzQiM,30,fireworks banging,train,5
Wr7txA8beFM,60,ocean burbling,train,4
Ws-Eu0-540g,428,basketball bounce,train,7
Ws-Eu0-540g,525,basketball bounce,train,7
WsAyL3qpoz8,100,"child speech, kid speaking",train,6
WsHNWjMhlHQ,452,police radio chatter,test,8
WsonViAlNjk,10,chicken crowing,train,0
WsonViAlNjk,17,chicken crowing,train,0
WtywHQpcinc,380,driving buses,train,9
Wu--g0m8oWA,11,driving buses,test,9
WuNx-4iV0B4,30,driving buses,train,9
WuilEY_uGUA,48,toilet flushing,train,1
WvavmG416hs,2,basketball bounce,train,7
WvquSD2PcCE,30,driving buses,test,9
Wvy75Tj1hEk,10,fireworks banging,train,5
Ww4lCvsqCMM,4,toilet flushing,train,1
WxHGY5KUhs8,150,driving buses,train,9
Wy88BczJwG8,60,fireworks banging,train,5
WyFkh9nbjyU,120,playing acoustic guitar,train,2
WyX0oGsSNS0,2,chicken crowing,train,0
WyX0oGsSNS0,6,chicken crowing,train,0
Wz75uU8fh7U,20,ocean burbling,train,4
X-JZVzf6kQk,30,fireworks banging,train,5
X-Ni_Vz5zmg,230,playing piano,train,3
X-Q_6RvxDrc,120,ocean burbling,train,4
X0LgBnGmy1w,150,ocean burbling,test,4
X0p6idh0b4M,28,chicken crowing,train,0
X2-8HbB_TRE,30,"child speech, kid speaking",train,6
X22YeBg2RBU,40,"child speech, kid speaking",train,6
X2nGWu8jqJc,10,toilet flushing,train,1
X3y7RUCAl6Y,10,fireworks banging,train,5
X4q-shIKGhU,30,ocean burbling,train,4
X4sfUV9LVQ8,21,chicken crowing,train,0
X4sfUV9LVQ8,30,chicken crowing,train,0
X4ytRldZBAw,220,ocean burbling,train,4
X6KhpQmTgu8,10,playing acoustic guitar,train,2
X6pk3KmN4t0,10,chicken crowing,train,0
X7AqMHXsW08,59,police radio chatter,train,8
X7AqMHXsW08,74,police radio chatter,train,8
X7TI0zRS2g4,210,fireworks banging,train,5
X7kctdeW25M,10,fireworks banging,train,5
X7so5Y-VxEE,110,playing piano,train,3
X85-CyjymD4,305,police radio chatter,train,8
X85-CyjymD4,325,police radio chatter,train,8
X8SMBmJp_es,40,fireworks banging,train,5
X8etu7o5Ig8,180,driving buses,train,9
X8irhajxXcQ,260,playing acoustic guitar,train,2
X9aKIxgUwNI,96,police radio chatter,train,8
X9aKIxgUwNI,255,police radio chatter,train,8
XA-1bkQR6Ys,340,driving buses,train,9
XBRLWZEpQlA,32,police radio chatter,train,8
XBRLWZEpQlA,174,police radio chatter,train,8
XBbZDpDJiT8,150,"child speech, kid speaking",train,6
XCGvXeuo7Is,290,driving buses,train,9
XDEmZ2JFse8,16,police radio chatter,train,8
XDEmZ2JFse8,168,police radio chatter,train,8
XESGqjI1uQA,50,"child speech, kid speaking",train,6
XG6JVAEVvGg,500,playing acoustic guitar,train,2
XHDcZUXPtcI,60,playing acoustic guitar,train,2
XHSrnVLKfl8,0,driving buses,train,9
XI2EJCK1Qbg,30,playing piano,train,3
XIzc4kxrp-s,23,basketball bounce,train,7
XIzc4kxrp-s,48,basketball bounce,train,7
XJG9AYuY3LU,0,fireworks banging,train,5
XJqL5OiPaSc,10,playing acoustic guitar,train,2
XKO-6-IVNY8,8,chicken crowing,train,0
XLTqSk1Z3D0,0,police radio chatter,train,8
XLiEencnz68,276,basketball bounce,train,7
XLtIAy8OhQ8,424,police radio chatter,train,8
XLtIAy8OhQ8,458,police radio chatter,train,8
XM8_GFygsMw,70,playing acoustic guitar,train,2
XMHk-1zwFp4,30,driving buses,train,9
XMVoH1JjXw8,30,fireworks banging,test,5
XMZBsW7hurM,68,basketball bounce,train,7
XMZBsW7hurM,81,basketball bounce,train,7
XNDkIJFoYkM,0,police radio chatter,train,8
XNDkIJFoYkM,99,police radio chatter,train,8
XNeVh5o7zm8,30,ocean burbling,train,4
XNtdRWi5Tr0,43,police radio chatter,train,8
XOTSovKwxLk,30,"child speech, kid speaking",train,6
XOnNLD8wNpI,30,fireworks banging,train,5
XOoVimavE9M,30,driving buses,train,9
XPMTZb6hJx8,20,toilet flushing,train,1
XPMt47G_w98,0,"child speech, kid speaking",train,6
XPn6_04-EJ4,14,chicken crowing,train,0
XQf90dkKGYA,384,playing acoustic guitar,train,2
XRQDrLotMIY,23,toilet flushing,train,1
XRgLaLcrJA4,30,fireworks banging,train,5
XS-3djsJWTA,360,playing acoustic guitar,test,2
XSnJ9clbDXc,200,"child speech, kid speaking",train,6
XTfzHb4OaIc,370,"child speech, kid speaking",train,6
XTiGN50-pIg,10,playing piano,train,3
XV9mKq5FSgc,20,fireworks banging,train,5
XVMKGyFOtMQ,10,chicken crowing,train,0
XVVWpi39RL0,30,toilet flushing,train,1
XVoDKWyV71E,50,fireworks banging,train,5
XWB9jzo170k,355,police radio chatter,train,8
XWINmSdr0fU,20,fireworks banging,train,5
XWa1H5P3Tpg,74,basketball bounce,train,7
XWf-V_Kbe0Y,22,ocean burbling,train,4
XX4v2slgAq4,14,police radio chatter,test,8
XXO0E6zmSVo,290,fireworks banging,train,5
XXRtIyooamo,20,toilet flushing,train,1
XXmxZdWEfDU,40,fireworks banging,train,5
XXwnh2r6q4s,80,playing piano,train,3
XYviM5xevC8,135,"child speech, kid speaking",train,6
XYxGwQb7_9Y,80,"child speech, kid speaking",train,6
XZ7jiM1eC0M,33,basketball bounce,train,7
XZ_lnZIxK0M,0,police radio chatter,train,8
X_g0V6OZzDk,144,basketball bounce,train,7
X_nfMNpw9SA,60,playing acoustic guitar,test,2
Xa_C1QRFETQ,120,playing piano,train,3
XbOY8SBiCP4,51,basketball bounce,train,7
Xbl35cNjkLI,12,driving buses,train,9
XcBBHQOO0mc,10,driving buses,train,9
XcatgLFVarU,1,basketball bounce,train,7
XdIyl2cqzdw,80,basketball bounce,train,7
XdLjD7JKlyc,280,fireworks banging,train,5
Xdy5Ow6vk04,30,playing piano,train,3
XeUrWvnUg_A,40,fireworks banging,train,5
XfgdkDe1vXg,90,playing piano,train,3
XfghHEgntWU,10,toilet flushing,train,1
XgBTEQN_ZxA,30,driving buses,train,9
XgTeA1ZdYYk,20,playing piano,train,3
XgedJ2oFMdE,0,playing piano,train,3
Xgw_6rNRMNs,170,basketball bounce,train,7
XhuPboWmEag,10,playing piano,train,3
XiYYpyg785o,60,playing acoustic guitar,train,2
Xj81uUsWWdw,2,police radio chatter,train,8
Xj81uUsWWdw,32,police radio chatter,train,8
XjBStEJ_yaU,0,basketball bounce,train,7
XjBStEJ_yaU,1,basketball bounce,train,7
Xjm0rC42qxo,250,basketball bounce,train,7
Xkvd3JBI5YI,130,playing piano,train,3
Xl51ePRf3a0,200,playing acoustic guitar,train,2
Xl5UzcD9fxI,10,chicken crowing,train,0
Xl_HLam_WtU,1,driving buses,train,9
Xlcais09UPQ,30,playing acoustic guitar,train,2
XltYoX9nss8,93,basketball bounce,train,7
Xm2krti1uAM,70,basketball bounce,train,7
XmWX6S8Kmdo,30,playing piano,train,3
XngRjNK-kC0,400,playing acoustic guitar,train,2
XpmpHxTcHDQ,170,playing piano,train,3
XsPx31ufNcQ,250,ocean burbling,train,4
XubVvn3zq9o,30,"child speech, kid speaking",train,6
XuqUxwB6y3M,160,basketball bounce,train,7
Xv3ZgIRD170,71,chicken crowing,train,0
Xv3ZgIRD170,92,chicken crowing,train,0
XvEXrv6_exs,90,playing piano,train,3
XvkNRGfbdw8,17,fireworks banging,test,5
XwDYmOTd9O4,19,chicken crowing,train,0
XwoY_v9xH1k,0,fireworks banging,train,5
XxAHMzEpvN0,6,basketball bounce,train,7
XxOqp8L7yhc,133,police radio chatter,train,8
Xy-oNcuHqIo,230,playing piano,train,3
XyUCJ62F03o,40,fireworks banging,train,5
XyjsrZegPnI,20,fireworks banging,train,5
XyxSWAugWs8,130,playing piano,train,3
Xzl1udP0zzM,40,chicken crowing,train,0
Y-YZEV9enxk,4,toilet flushing,train,1
Y-zFRN2d9ZQ,109,police radio chatter,train,8
Y-zFRN2d9ZQ,138,police radio chatter,train,8
Y0LHUWSLv2I,214,basketball bounce,train,7
Y0MOhB_rfJM,590,fireworks banging,train,5
Y0Mzm_uEKh8,80,fireworks banging,train,5
Y0Ucv10tSZY,420,"child speech, kid speaking",train,6
Y0kY4_yw0ig,43,basketball bounce,train,7
Y0lwbi0FzgY,190,playing piano,train,3
Y0rtYXj8-Xc,90,"child speech, kid speaking",train,6
Y1P9Nkdh5eU,20,"child speech, kid speaking",train,6
Y2QqbO06Z-w,180,playing piano,train,3
Y2mI81dRirs,80,toilet flushing,train,1
Y2o0zuCfbzk,93,chicken crowing,train,0
Y3-gYRwkCGI,20,"child speech, kid speaking",train,6
Y3wPVm9T6K8,30,toilet flushing,train,1
Y4m8jP3EkcA,26,basketball bounce,train,7
Y57lB7S19hQ,60,playing piano,train,3
Y5AwC5PFkZ8,60,playing piano,train,3
Y5KpFlKd6_g,30,driving buses,train,9
Y6ft09j8rwI,380,ocean burbling,train,4
Y7Av73whqIU,103,police radio chatter,test,8
Y7e_OipbEZ8,155,police radio chatter,train,8
Y7qQjln-glI,30,ocean burbling,train,4
Y8mhqu2uqTQ,30,driving buses,train,9
Y8yWCWFeQJs,80,playing piano,train,3
Y9MwFxeC7jo,30,playing acoustic guitar,train,2
YAEgB4khWHk,159,police radio chatter,train,8
YAEgB4khWHk,459,police radio chatter,train,8
YAGrzTS6Tiw,0,basketball bounce,train,7
YAKvKogi_3s,30,chicken crowing,train,0
YAKvKogi_3s,31,chicken crowing,train,0
YAYWcpy99RI,0,"child speech, kid speaking",train,6
YB6SPeXsKtg,30,driving buses,train,9
YCXotbo7CUg,0,driving buses,train,9
YCmpz4nNu5w,10,ocean burbling,train,4
YDMza3SMVfA,320,fireworks banging,train,5
YDZ-iadGOcE,220,playing piano,train,3
YEYkpTZQpJ4,20,ocean burbling,train,4
YEbAsZgeefc,30,toilet flushing,train,1
YEhin7ROdyo,30,driving buses,train,9
YEr7-3NPstI,270,fireworks banging,train,5
YFAqF4ksvRo,18,fireworks banging,train,5
YGSjIelNe4M,356,basketball bounce,train,7
YGnBo7nRrvc,90,playing piano,train,3
YHxibYR7s5k,48,chicken crowing,train,0
YHxibYR7s5k,59,chicken crowing,train,0
YIOBvIjwkeI,160,driving buses,train,9
YIWM5O9besc,190,ocean burbling,train,4
YIqpIjjee00,30,toilet flushing,train,1
YJSPVhryBtw,80,playing acoustic guitar,train,2
YJZ_2tMr4YI,230,playing piano,train,3
YJZiIjyeT78,232,police radio chatter,train,8
YJZiIjyeT78,351,police radio chatter,train,8
YJbWoS6JGGA,30,playing acoustic guitar,train,2
YKSw0K8Yioo,14,chicken crowing,train,0
YKYBGCokY5g,20,ocean burbling,train,4
YKpqpe6G-IE,30,driving buses,train,9
YL1LvH85Fc8,20,fireworks banging,train,5
YLCSWudT5bU,30,chicken crowing,train,0
YLDUOlNfX8o,40,toilet flushing,train,1
YLX_s-XOxxY,41,"child speech, kid speaking",train,6
YLoP8zBuYt0,23,chicken crowing,train,0
